Slot ID;Owned;Qty;Card Name;Set / Product;Card #;Variant / Printing;Representative Language;All Languages (same card/version);Language Count;Same card in other languages?;Other Languages;Release Status;Release Date;Release Detail;Date Precision;Origin;Legacy ID;Verification;Notes;Primary Source;Verification Source;Unique Version Key
EVM-0121;No;0;Eevee;Plasma Freeze;90/116;Standard;English;English, French, German, Italian, Spanish, Portuguese;6;Yes;French, German, Italian, Spanish, Portuguese;Released;2013-05-08;08/05/2013;Exact;Original tracker;EEV-0115;Audited base + language mapping;;https://pokecottage.com/pokemon-master-sets/eevee;https://www.elitefourum.com/t/collectors-guide-to-eevee-cards-in-all-languages/62616;Eevee | Plasma Freeze | 90/116 | Standard
EVM-0122;No;0;Eevee;Black & White Promos;235/BW-P;7-Eleven;Japanese;Japanese;1;No;;Released;2013-07-15;15/07/2013–31/07/2013 e 01/08/2013–15/08/2013 (235/BW-P 7-Eleven);Range;Original tracker;EEV-0096;Audited base + language mapping;;https://pokecottage.com/pokemon-master-sets/eevee;https://bulbapedia.bulbagarden.net/wiki/Eevee_(TCG);Eevee | Black & White Promos | 235/BW-P | 7-Eleven
EVM-0123;No;0;Eevee;Legendary Treasures;RC14/RC25;Holo;English;English;1;No;;Released;2013-11-06;06/11/2013;Exact;Original tracker;EEV-0117;Audited base + language mapping;;https://pokecottage.com/pokemon-master-sets/eevee;https://bulbapedia.bulbagarden.net/wiki/Eevee_(TCG);Eevee | Legendary Treasures | RC14/RC25 | Holo
EVM-0124;No;0;Eevee;Black & White Promos;BW97;Cosmos Holo;English;English;1;No;;Released;2013-11-08;08/11/2013 (Legendary Treasures Three Pack Blisters);Exact;Original tracker;EEV-0118;Audited base + language mapping;;https://pokecottage.com/pokemon-master-sets/eevee;https://www.elitefourum.com/t/collectors-guide-to-eevee-cards-in-all-languages/62616;Eevee | Black & White Promos | BW97 | Cosmos Holo
EVM-0125;No;0;Eevee;Black & White Promos;BW94;Cosmos Holo;English;English, French, Italian, Spanish;4;Yes;French, Italian, Spanish;Released;2013-11-15;15/11/2013 (Sylveon Collection);Exact;Original tracker;EEV-0119;Audited base + language mapping;;https://pokecottage.com/pokemon-master-sets/eevee;https://www.elitefourum.com/t/collectors-guide-to-eevee-cards-in-all-languages/62616;Eevee | Black & White Promos | BW94 | Cosmos Holo
EVM-0126;No;0;Eevee;2080 Dental Play Pokémon Children's Toothbrush;72/BW;Cosmos Holo promo;Korean;Korean;1;No;;Released;2014-02-10;10/02/2014;Exact;Global expansion;;Regional/global addition;;https://www.elitefourum.com/t/collectors-guide-to-eevee-cards-in-all-languages/62616;;Eevee | 2080 Dental Play Pokémon Children's Toothbrush | 72/BW | Cosmos Holo promo
EVM-0127;No;0;Eevee;XY Trainer Kit: Sylveon Half Deck;13/30;Sylveon Deck;English;English, German, French, Italian, Portuguese;5;Yes;German, French, Italian, Portuguese;Released;2014-03-12;12/03/2014;Exact;Original tracker;EEV-0120;Audited base + language mapping;;https://pokecottage.com/pokemon-master-sets/eevee;https://www.elitefourum.com/t/collectors-guide-to-eevee-cards-in-all-languages/62616;Eevee | XY Trainer Kit: Sylveon Half Deck | 13/30 | Sylveon Deck
EVM-0128;No;0;Eevee;XY Trainer Kit: Sylveon Half Deck;21/30;Sylveon Deck;English;English, German, French, Italian, Portuguese;5;Yes;German, French, Italian, Portuguese;Released;2014-03-12;12/03/2014;Exact;Original tracker;EEV-0121;Audited base + language mapping;;https://pokecottage.com/pokemon-master-sets/eevee;https://www.elitefourum.com/t/collectors-guide-to-eevee-cards-in-all-languages/62616;Eevee | XY Trainer Kit: Sylveon Half Deck | 21/30 | Sylveon Deck
EVM-0129;No;0;Eevee;Rising Fist;075/096;1st Edition;Japanese;Japanese;1;No;;Released;2014-06-14;14/06/2014;Exact;Original tracker;EEV-0122;Audited base + language mapping;;https://pokecottage.com/pokemon-master-sets/eevee;https://www.elitefourum.com/t/collectors-guide-to-eevee-cards-in-all-languages/62616;Eevee | Rising Fist | 075/096 | 1st Edition
EVM-0130;No;0;Eevee;Rising Fist;075/096;Standard;Japanese;Japanese, Korean;2;Yes;Korean;Released;2014-06-14;14/06/2014;Exact;Original tracker;EEV-0123;Audited base + language mapping;;https://pokecottage.com/pokemon-master-sets/eevee;https://www.elitefourum.com/t/collectors-guide-to-eevee-cards-in-all-languages/62616;Eevee | Rising Fist | 075/096 | Standard
EVM-0131;No;0;Eevee;Furious Fists;80/111;Reverse Holo;English;English, German, French, Italian, Spanish, Russian;6;Yes;German, French, Italian, Spanish, Russian;Released;2014-08-13;13/08/2014;Exact;Original tracker;EEV-0125;Audited base + language mapping;;https://pokecottage.com/pokemon-master-sets/eevee;https://www.elitefourum.com/t/collectors-guide-to-eevee-cards-in-all-languages/62616;Eevee | Furious Fists | 80/111 | Reverse Holo
EVM-0132;No;0;Eevee;Furious Fists;80/111;Standard;English;English, German, French, Italian, Spanish, Portuguese, Russian;7;Yes;German, French, Italian, Spanish, Portuguese, Russian;Released;2014-08-13;13/08/2014;Exact;Original tracker;EEV-0124;Audited base + language mapping;;https://pokecottage.com/pokemon-master-sets/eevee;https://www.elitefourum.com/t/collectors-guide-to-eevee-cards-in-all-languages/62616;Eevee | Furious Fists | 80/111 | Standard
EVM-0133;No;0;Eevee;Bandit Ring;063/081;1st Edition;Japanese;Japanese;1;No;;Released;2015-06-20;20/06/2015;Exact;Original tracker;EEV-0126;Audited base + language mapping;;https://pokecottage.com/pokemon-master-sets/eevee;https://www.elitefourum.com/t/collectors-guide-to-eevee-cards-in-all-languages/62616;Eevee | Bandit Ring | 063/081 | 1st Edition
EVM-0134;No;0;Eevee;Bandit Ring;063/081;Standard;Japanese;Japanese, Korean;2;Yes;Korean;Released;2015-06-20;20/06/2015;Exact;Original tracker;EEV-0127;Audited base + language mapping;;https://pokecottage.com/pokemon-master-sets/eevee;https://www.elitefourum.com/t/collectors-guide-to-eevee-cards-in-all-languages/62616;Eevee | Bandit Ring | 063/081 | Standard
EVM-0135;No;0;Eevee;Ancient Origins;63/98;Reverse Holo;English;English, German, French, Italian, Spanish, Russian;6;Yes;German, French, Italian, Spanish, Russian;Released;2015-08-12;12/08/2015;Exact;Original tracker;EEV-0129;Audited base + language mapping;;https://pokecottage.com/pokemon-master-sets/eevee;https://www.elitefourum.com/t/collectors-guide-to-eevee-cards-in-all-languages/62616;Eevee | Ancient Origins | 63/98 | Reverse Holo
EVM-0136;No;0;Eevee;Ancient Origins;63/98;Standard;English;English, German, French, Italian, Spanish, Portuguese, Russian;7;Yes;German, French, Italian, Spanish, Portuguese, Russian;Released;2015-08-12;12/08/2015;Exact;Original tracker;EEV-0128;Audited base + language mapping;;https://pokecottage.com/pokemon-master-sets/eevee;https://www.elitefourum.com/t/collectors-guide-to-eevee-cards-in-all-languages/62616;Eevee | Ancient Origins | 63/98 | Standard
EVM-0137;No;0;Eevee;XY Trainer Kit: Suicune Half Deck;4/30;Suicune Deck;English;English, German, French, Portuguese;4;Yes;German, French, Portuguese;Released;2016-04-27;27/04/2016;Exact;Original tracker;EEV-0131;Audited base + language mapping;;https://pokecottage.com/pokemon-master-sets/eevee;https://bulbapedia.bulbagarden.net/wiki/Eevee_(TCG);Eevee | XY Trainer Kit: Suicune Half Deck | 4/30 | Suicune Deck
EVM-0138;No;0;Eevee;McDonald's Collection 2016;12/12;McDonald's;English;English, German, French, Italian, Spanish, Russian;6;Yes;German, French, Italian, Spanish, Russian;Released;2016-08-19;19/08/2016;Exact;Original tracker;EEV-0132;Audited base + language mapping;;https://pokecottage.com/pokemon-master-sets/eevee;https://www.elitefourum.com/t/collectors-guide-to-eevee-cards-in-all-languages/62616;Eevee | McDonald's Collection 2016 | 12/12 | McDonald's
EVM-0139;No;0;Eevee;Ancient Origins;63/98;Build-A-Bear Workshop;English;English;1;No;;Released;2016-09-01;01/09/2016 (Build-A-Bear Workshop promo);Exact;Original tracker;EEV-0130;Audited base + language mapping;;https://pokecottage.com/pokemon-master-sets/eevee;https://www.elitefourum.com/t/collectors-guide-to-eevee-cards-in-all-languages/62616;Eevee | Ancient Origins | 63/98 | Build-A-Bear Workshop
EVM-0140;No;0;Eevee;Collection Moon;048/060;Standard;Japanese;Japanese, Korean;2;Yes;Korean;Released;2016-12-09;09/12/2016;Exact;Original tracker;EEV-0133;Audited base + language mapping;;https://pokecottage.com/pokemon-master-sets/eevee;https://www.elitefourum.com/t/collectors-guide-to-eevee-cards-in-all-languages/62616;Eevee | Collection Moon | 048/060 | Standard
EVM-0141;No;0;Eevee;Collection Sun;044/060;Standard;Japanese;Japanese, Korean;2;Yes;Korean;Released;2016-12-09;09/12/2016;Exact;Original tracker;EEV-0134;Audited base + language mapping;;https://pokecottage.com/pokemon-master-sets/eevee;https://www.elitefourum.com/t/collectors-guide-to-eevee-cards-in-all-languages/62616;Eevee | Collection Sun | 044/060 | Standard
EVM-0142;No;0;Eevee;Enhanced Expansion Pack Sun & Moon;041/051;Reverse Holo;Japanese;Japanese, Korean;2;Yes;Korean;Released;2017-01-27;27/01/2017 (Enhanced Expansion Pack Sun & Moon);Exact;Original tracker;EEV-0156;Audited base + language mapping;Corrected set/product naming and Korean same-number release.;https://pokecottage.com/pokemon-master-sets/eevee;https://www.elitefourum.com/t/collectors-guide-to-eevee-cards-in-all-languages/62616;Eevee | Enhanced Expansion Pack Sun & Moon | 041/051 | Reverse Holo
EVM-0143;No;0;Eevee;Sun & Moon;101/149;Reverse Holo;English;English, French, German, Italian, Spanish, Portuguese;6;Yes;French, German, Italian, Spanish, Portuguese;Released;2017-02-03;03/02/2017;Exact;Original tracker;EEV-0160;Audited base + language mapping;;https://pokecottage.com/pokemon-master-sets/eevee;https://www.elitefourum.com/t/collectors-guide-to-eevee-cards-in-all-languages/62616;Eevee | Sun & Moon | 101/149 | Reverse Holo
EVM-0144;No;0;Eevee;Sun & Moon;101/149;Standard;English;English, French, German, Italian, Spanish, Portuguese;6;Yes;French, German, Italian, Spanish, Portuguese;Released;2017-02-03;03/02/2017;Exact;Original tracker;EEV-0159;Audited base + language mapping;;https://pokecottage.com/pokemon-master-sets/eevee;https://www.elitefourum.com/t/collectors-guide-to-eevee-cards-in-all-languages/62616;Eevee | Sun & Moon | 101/149 | Standard
EVM-0145;No;0;Eevee;THE BEST OF XY;100/171;Reverse Holo;Japanese;Japanese, Korean;2;Yes;Korean;Released;2017-04-21;21/04/2017;Exact;Original tracker;EEV-0163;Audited base + language mapping;;https://pokecottage.com/pokemon-master-sets/eevee;https://www.elitefourum.com/t/collectors-guide-to-eevee-cards-in-all-languages/62616;Eevee | THE BEST OF XY | 100/171 | Reverse Holo
EVM-0146;No;0;Eevee;THE BEST OF XY;100/171;Standard;Japanese;Japanese, Korean;2;Yes;Korean;Released;2017-04-21;21/04/2017;Exact;Original tracker;EEV-0162;Audited base + language mapping;;https://pokecottage.com/pokemon-master-sets/eevee;https://www.elitefourum.com/t/collectors-guide-to-eevee-cards-in-all-languages/62616;Eevee | THE BEST OF XY | 100/171 | Standard
EVM-0147;No;0;Eevee;Sun & Moon;101/149;Cosmos Holo;English;English, French, German, Italian, Spanish, Portuguese;6;Yes;French, German, Italian, Spanish, Portuguese;Released;2017-07-14;14/07/2017 (Espeon-GX / Umbreon-GX Premium Collections, Cosmos Holo);Exact;Original tracker;EEV-0157;Audited base + language mapping;;https://pokecottage.com/pokemon-master-sets/eevee;https://www.elitefourum.com/t/collectors-guide-to-eevee-cards-in-all-languages/62616;Eevee | Sun & Moon | 101/149 | Cosmos Holo
EVM-0148;No;0;Poncho-wearing Eevee;Sun & Moon Promos;137/SM-P;Holo;Japanese;Japanese;1;No;;Released;2017-10-07;07/10/2017 (Poncho-wearing Eevee promo);Exact;Original tracker;EEV-0135;Audited base + language mapping;;https://pokecottage.com/pokemon-master-sets/eevee;https://www.elitefourum.com/t/collectors-guide-to-eevee-cards-in-all-languages/62616;Poncho-wearing Eevee | Sun & Moon Promos | 137/SM-P | Holo
EVM-0149;No;0;Poncho-wearing Eevee;Sun & Moon Promos;138/SM-P;Holo;Japanese;Japanese;1;No;;Released;2017-10-07;07/10/2017 (Poncho-wearing Eevee promo);Exact;Original tracker;EEV-0136;Audited base + language mapping;;https://pokecottage.com/pokemon-master-sets/eevee;https://www.elitefourum.com/t/collectors-guide-to-eevee-cards-in-all-languages/62616;Poncho-wearing Eevee | Sun & Moon Promos | 138/SM-P | Holo
EVM-0150;No;0;Poncho-wearing Eevee;Sun & Moon Promos;139/SM-P;Holo;Japanese;Japanese;1;No;;Released;2017-10-07;07/10/2017 (Poncho-wearing Eevee promo);Exact;Original tracker;EEV-0137;Audited base + language mapping;;https://pokecottage.com/pokemon-master-sets/eevee;https://www.elitefourum.com/t/collectors-guide-to-eevee-cards-in-all-languages/62616;Poncho-wearing Eevee | Sun & Moon Promos | 139/SM-P | Holo
EVM-0151;No;0;Poncho-wearing Eevee;Sun & Moon Promos;140/SM-P;Holo;Japanese;Japanese;1;No;;Released;2017-10-07;07/10/2017 (Poncho-wearing Eevee promo);Exact;Original tracker;EEV-0138;Audited base + language mapping;;https://pokecottage.com/pokemon-master-sets/eevee;https://www.elitefourum.com/t/collectors-guide-to-eevee-cards-in-all-languages/62616;Poncho-wearing Eevee | Sun & Moon Promos | 140/SM-P | Holo
EVM-0152;No;0;Poncho-wearing Eevee;Sun & Moon Promos;141/SM-P;Holo;Japanese;Japanese;1;No;;Released;2017-10-07;07/10/2017 (Poncho-wearing Eevee promo);Exact;Original tracker;EEV-0139;Audited base + language mapping;;https://pokecottage.com/pokemon-master-sets/eevee;https://www.elitefourum.com/t/collectors-guide-to-eevee-cards-in-all-languages/62616;Poncho-wearing Eevee | Sun & Moon Promos | 141/SM-P | Holo
EVM-0153;No;0;Poncho-wearing Eevee;Sun & Moon Promos;142/SM-P;Holo;Japanese;Japanese;1;No;;Released;2017-10-07;07/10/2017 (Poncho-wearing Eevee promo);Exact;Original tracker;EEV-0140;Audited base + language mapping;;https://pokecottage.com/pokemon-master-sets/eevee;https://www.elitefourum.com/t/collectors-guide-to-eevee-cards-in-all-languages/62616;Poncho-wearing Eevee | Sun & Moon Promos | 142/SM-P | Holo
EVM-0154;No;0;Poncho-wearing Eevee;Sun & Moon Promos;143/SM-P;Holo;Japanese;Japanese;1;No;;Released;2017-10-07;07/10/2017 (Poncho-wearing Eevee promo);Exact;Original tracker;EEV-0141;Audited base + language mapping;;https://pokecottage.com/pokemon-master-sets/eevee;https://www.elitefourum.com/t/collectors-guide-to-eevee-cards-in-all-languages/62616;Poncho-wearing Eevee | Sun & Moon Promos | 143/SM-P | Holo
EVM-0155;No;0;Poncho-wearing Eevee;Sun & Moon Promos;144/SM-P;Holo;Japanese;Japanese;1;No;;Released;2017-10-07;07/10/2017 (Poncho-wearing Eevee promo);Exact;Original tracker;EEV-0142;Audited base + language mapping;;https://pokecottage.com/pokemon-master-sets/eevee;https://www.elitefourum.com/t/collectors-guide-to-eevee-cards-in-all-languages/62616;Poncho-wearing Eevee | Sun & Moon Promos | 144/SM-P | Holo
EVM-0156;No;0;Eevee;GX Battle Boost;083/114;Holo;Japanese;Japanese, Korean;2;Yes;Korean;Released;2017-10-20;20/10/2017;Exact;Original tracker;EEV-0164;Audited base + language mapping;;https://pokecottage.com/pokemon-master-sets/eevee;https://www.elitefourum.com/t/collectors-guide-to-eevee-cards-in-all-languages/62616;Eevee | GX Battle Boost | 083/114 | Holo
EVM-0157;No;0;Eevee;Ultra Moon;046/066;Standard;Japanese;Japanese, Korean;2;Yes;Korean;Released;2017-12-08;08/12/2017;Exact;Original tracker;EEV-0165;Audited base + language mapping;;https://pokecottage.com/pokemon-master-sets/eevee;https://bulbapedia.bulbagarden.net/wiki/Eevee_(TCG);Eevee | Ultra Moon | 046/066 | Standard
EVM-0158;No;0;Eevee;Ultra Sun;048/066;Standard;Japanese;Japanese, Korean;2;Yes;Korean;Released;2017-12-08;08/12/2017;Exact;Original tracker;EEV-0166;Audited base + language mapping;;https://pokecottage.com/pokemon-master-sets/eevee;https://bulbapedia.bulbagarden.net/wiki/Eevee_(TCG);Eevee | Ultra Sun | 048/066 | Standard
EVM-0159;No;0;Eevee;Ultra Prism;104/156;Reverse Holo;English;English, French, German, Italian, Spanish, Portuguese;6;Yes;French, German, Italian, Spanish, Portuguese;Released;2018-02-02;02/02/2018;Exact;Original tracker;EEV-0168;Audited base + language mapping;;https://pokecottage.com/pokemon-master-sets/eevee;https://www.elitefourum.com/t/collectors-guide-to-eevee-cards-in-all-languages/62616;Eevee | Ultra Prism | 104/156 | Reverse Holo
EVM-0160;No;0;Eevee;Ultra Prism;104/156;Standard;English;English, French, German, Italian, Spanish, Portuguese;6;Yes;French, German, Italian, Spanish, Portuguese;Released;2018-02-02;02/02/2018;Exact;Original tracker;EEV-0167;Audited base + language mapping;;https://pokecottage.com/pokemon-master-sets/eevee;https://www.elitefourum.com/t/collectors-guide-to-eevee-cards-in-all-languages/62616;Eevee | Ultra Prism | 104/156 | Standard
EVM-0161;No;0;Eevee;Ultra Prism;105/156;Reverse Holo;English;English, French, German, Italian, Spanish, Portuguese;6;Yes;French, German, Italian, Spanish, Portuguese;Released;2018-02-02;02/02/2018;Exact;Original tracker;EEV-0170;Audited base + language mapping;;https://pokecottage.com/pokemon-master-sets/eevee;https://www.elitefourum.com/t/collectors-guide-to-eevee-cards-in-all-languages/62616;Eevee | Ultra Prism | 105/156 | Reverse Holo
EVM-0162;No;0;Eevee;Ultra Prism;105/156;Standard;English;English, French, German, Italian, Spanish, Portuguese;6;Yes;French, German, Italian, Spanish, Portuguese;Released;2018-02-02;02/02/2018;Exact;Original tracker;EEV-0169;Audited base + language mapping;;https://pokecottage.com/pokemon-master-sets/eevee;https://www.elitefourum.com/t/collectors-guide-to-eevee-cards-in-all-languages/62616;Eevee | Ultra Prism | 105/156 | Standard
EVM-0163;No;0;Eevee;Forbidden Light;070/094;Standard;Japanese;Japanese, Korean;2;Yes;Korean;Released;2018-03-02;02/03/2018;Exact;Original tracker;EEV-0171;Audited base + language mapping;;https://pokecottage.com/pokemon-master-sets/eevee;https://www.elitefourum.com/t/collectors-guide-to-eevee-cards-in-all-languages/62616;Eevee | Forbidden Light | 070/094 | Standard
EVM-0164;No;0;Eevee;Sun & Moon Trainer Kit: Alolan Ninetales Half Deck;104/156;Blue “26” stamp;English;English, German, French, Italian, Spanish, Portuguese;6;Yes;German, French, Italian, Spanish, Portuguese;Released;2018-06-01;01/06/2018;Exact;Original tracker;EEV-0172;Audited base + language mapping;;https://pokecottage.com/pokemon-master-sets/eevee;https://bulbapedia.bulbagarden.net/wiki/Alolan_Sandslash_Half_Deck_(TCG);Eevee | Sun & Moon Trainer Kit: Alolan Ninetales Half Deck | 104/156 | Blue “26” stamp
EVM-0165;No;0;Eevee;McDonald's Collection 2018;37/40;Confetti Reverse Holo;French;French;1;No;;Released;2018-06-13;13/06–10/07/2018;Range;Global expansion;;Regional/global addition;"France-exclusive holofoil/set printing; distinct physical card.";https://www.elitefourum.com/t/collectors-guide-to-eevee-cards-in-all-languages/62616;;Eevee | McDonald's Collection 2018 | 37/40 | Confetti Reverse Holo
EVM-0166;No;0;Eevee;McDonald's Collection 2018;37/40;Standard;French;French;1;No;;Released;2018-06-13;13/06–10/07/2018;Range;Global expansion;;Regional/global addition;"France-exclusive set; unique collector number versus the international 11/12 release.";https://www.elitefourum.com/t/collectors-guide-to-eevee-cards-in-all-languages/62616;;Eevee | McDonald's Collection 2018 | 37/40 | Standard
EVM-0167;No;0;Eevee;Sun & Moon Promos;243/SM-P;Holo;Japanese;Japanese;1;No;;Released;2018-07-01;"Luglio 2018 (243/SM-P Pokémon Card Game Classroom; giorno esatto non documentato)";Month;Original tracker;EEV-0143;Audited base + language mapping;;https://pokecottage.com/pokemon-master-sets/eevee;https://www.elitefourum.com/t/collectors-guide-to-eevee-cards-in-all-languages/62616;Eevee | Sun & Moon Promos | 243/SM-P | Holo
EVM-0168;No;0;Eevee;Sun & Moon Promos;245/SM-P;Pokémon TCG Gym;Japanese;Japanese;1;No;;Released;2018-07-13;13/07/2018 (245/SM-P GX Start Battle ~Get Eevee~);Exact;Original tracker;EEV-0144;Audited base + language mapping;;https://pokecottage.com/pokemon-master-sets/eevee;https://www.elitefourum.com/t/collectors-guide-to-eevee-cards-in-all-languages/62616;Eevee | Sun & Moon Promos | 245/SM-P | Pokémon TCG Gym
EVM-0169;No;0;Eevee;Sun & Moon Promos;247/SM-P;Breath Anime Edition;Japanese;Japanese;1;No;;Released;2018-07-25;25/07/2018 (247/SM-P Breath Anime Edition);Exact;Original tracker;EEV-0145;Audited base + language mapping;;https://pokecottage.com/pokemon-master-sets/eevee;https://www.elitefourum.com/t/collectors-guide-to-eevee-cards-in-all-languages/62616;Eevee | Sun & Moon Promos | 247/SM-P | Breath Anime Edition
EVM-0170;No;0;Eevee;Super-Burst Impact;068/095;Standard;Japanese;Japanese, Korean;2;Yes;Korean;Released;2018-09-07;07/09/2018;Exact;Original tracker;EEV-0173;Audited base + language mapping;;https://pokecottage.com/pokemon-master-sets/eevee;https://www.elitefourum.com/t/collectors-guide-to-eevee-cards-in-all-languages/62616;Eevee | Super-Burst Impact | 068/095 | Standard
EVM-0171;No;0;Eevee;McDonald's Collection 2018;11/12;McDonald's;English;English, French, German, Italian, Spanish;5;Yes;French, German, Italian, Spanish;Released;2018-10-16;"16/10/2018–12/11/2018 (campagna McDonald's 2018; data ancorata all'inizio)";Range;Original tracker;EEV-0177;Audited base + language mapping;;https://pokecottage.com/pokemon-master-sets/eevee;https://www.elitefourum.com/t/collectors-guide-to-eevee-cards-in-all-languages/62616;Eevee | McDonald's Collection 2018 | 11/12 | McDonald's
EVM-0172;No;0;Eevee;Sun & Moon Promos;287/SM-P;Standard;Japanese;Japanese;1;No;;Released;2018-10-27;"27/10/2018–20/01/2019 (Munch: A Retrospective; data ancorata all'inizio)";Range;Original tracker;EEV-0146;Audited base + language mapping;;https://pokecottage.com/pokemon-master-sets/eevee;https://www.elitefourum.com/t/collectors-guide-to-eevee-cards-in-all-languages/62616;Eevee | Sun & Moon Promos | 287/SM-P | Standard
EVM-0173;No;0;Eevee;GX Ultra Shiny;105/150;Reverse Holo;Japanese;Japanese, Korean;2;Yes;Korean;Released;2018-11-02;02/11/2018;Exact;Original tracker;EEV-0175;Audited base + language mapping;;https://pokecottage.com/pokemon-master-sets/eevee;https://www.elitefourum.com/t/collectors-guide-to-eevee-cards-in-all-languages/62616;Eevee | GX Ultra Shiny | 105/150 | Reverse Holo
EVM-0174;No;0;Eevee;GX Ultra Shiny;105/150;Standard;Japanese;Japanese, Korean;2;Yes;Korean;Released;2018-11-02;02/11/2018;Exact;Original tracker;EEV-0174;Audited base + language mapping;;https://pokecottage.com/pokemon-master-sets/eevee;https://www.elitefourum.com/t/collectors-guide-to-eevee-cards-in-all-languages/62616;Eevee | GX Ultra Shiny | 105/150 | Standard
EVM-0175;No;0;Eevee;GX Ultra Shiny;201/150;Holo;Japanese;Japanese, Korean;2;Yes;Korean;Released;2018-11-02;02/11/2018;Exact;Original tracker;EEV-0176;Audited base + language mapping;;https://pokecottage.com/pokemon-master-sets/eevee;https://www.elitefourum.com/t/collectors-guide-to-eevee-cards-in-all-languages/62616;Eevee | GX Ultra Shiny | 201/150 | Holo
EVM-0176;No;0;Eevee;Lost Thunder;155/214;Reverse Holo;English;English, French, German, Italian, Spanish, Portuguese;6;Yes;French, German, Italian, Spanish, Portuguese;Released;2018-11-02;02/11/2018;Exact;Original tracker;EEV-0180;Audited base + language mapping;;https://pokecottage.com/pokemon-master-sets/eevee;https://www.elitefourum.com/t/collectors-guide-to-eevee-cards-in-all-languages/62616;Eevee | Lost Thunder | 155/214 | Reverse Holo
EVM-0177;No;0;Eevee;Lost Thunder;155/214;Standard;English;English, French, German, Italian, Spanish, Portuguese;6;Yes;French, German, Italian, Spanish, Portuguese;Released;2018-11-02;02/11/2018;Exact;Original tracker;EEV-0179;Audited base + language mapping;;https://pokecottage.com/pokemon-master-sets/eevee;https://www.elitefourum.com/t/collectors-guide-to-eevee-cards-in-all-languages/62616;Eevee | Lost Thunder | 155/214 | Standard
EVM-0178;No;0;Eevee;Sun & Moon;101a/149;Cosmos Holo;English;English, French, German, Italian, Spanish, Portuguese;6;Yes;French, German, Italian, Spanish, Portuguese;Released;2018-11-02;02/11/2018 (Pikachu & Eevee Poké Ball Collection, 101a/149);Exact;Original tracker;EEV-0161;Audited base + language mapping;;https://pokecottage.com/pokemon-master-sets/eevee;https://www.elitefourum.com/t/collectors-guide-to-eevee-cards-in-all-languages/62616;Eevee | Sun & Moon | 101a/149 | Cosmos Holo
EVM-0179;No;0;Eevee;Eevee GX Starter Sets;016/038;Standard;Japanese;Japanese;1;No;;Released;2018-11-23;23/11/2018;Exact;Original tracker;EEV-0181;Audited base + language mapping;;https://pokecottage.com/pokemon-master-sets/eevee;https://www.elitefourum.com/t/collectors-guide-to-eevee-cards-in-all-languages/62616;Eevee | Eevee GX Starter Sets | 016/038 | Standard
EVM-0180;No;0;Eevee GX;Eevee GX Starter Sets;017/038;Holo;Japanese;Japanese;1;No;;Released;2018-11-23;23/11/2018;Exact;Original tracker;EEV-0182;Audited base + language mapping;;https://pokecottage.com/pokemon-master-sets/eevee;https://www.elitefourum.com/t/collectors-guide-to-eevee-cards-in-all-languages/62616;Eevee GX | Eevee GX Starter Sets | 017/038 | Holo
EVM-0181;No;0;Eevee GX;Eevee GX Starter Sets;018/038;Holo;Japanese;Japanese;1;No;;Released;2018-11-23;23/11/2018;Exact;Original tracker;EEV-0183;Audited base + language mapping;;https://pokecottage.com/pokemon-master-sets/eevee;https://www.elitefourum.com/t/collectors-guide-to-eevee-cards-in-all-languages/62616;Eevee GX | Eevee GX Starter Sets | 018/038 | Holo
EVM-0182;No;0;Eevee GX;Eevee GX Starter Sets;019/038;Holo;Japanese;Japanese;1;No;;Released;2018-11-23;23/11/2018;Exact;Original tracker;EEV-0184;Audited base + language mapping;;https://pokecottage.com/pokemon-master-sets/eevee;https://www.elitefourum.com/t/collectors-guide-to-eevee-cards-in-all-languages/62616;Eevee GX | Eevee GX Starter Sets | 019/038 | Holo
EVM-0183;No;0;Eevee;Sun & Moon Promos;295/SM-P;Daiichi Pan;Japanese;Japanese;1;No;;Released;2018-12-01;01/12/2018 (295/SM-P Daiichi Pan);Exact;Original tracker;EEV-0147;Audited base + language mapping;;https://pokecottage.com/pokemon-master-sets/eevee;https://www.elitefourum.com/t/collectors-guide-to-eevee-cards-in-all-languages/62616;Eevee | Sun & Moon Promos | 295/SM-P | Daiichi Pan
EVM-0184;No;0;Eevee & Snorlax GX;Sun & Moon Promos;297/SM-P;Expansion Stamp;Japanese;Japanese;1;No;;Released;2018-12-07;07/12/2018 (297/SM-P, Tag Bolt expansion-stamp promo);Exact;Original tracker;EEV-0148;Audited base + language mapping;;https://pokecottage.com/pokemon-master-sets/eevee;https://www.elitefourum.com/t/collectors-guide-to-eevee-cards-in-all-languages/62616;Eevee & Snorlax GX | Sun & Moon Promos | 297/SM-P | Expansion Stamp
EVM-0185;No;0;Eevee & Snorlax GX;Tag Bolt;066/095;Holo;Japanese;Japanese, Korean;2;Yes;Korean;Released;2018-12-07;07/12/2018;Exact;Original tracker;EEV-0185;Audited base + language mapping;;https://pokecottage.com/pokemon-master-sets/eevee;https://www.elitefourum.com/t/collectors-guide-to-eevee-cards-in-all-languages/62616;Eevee & Snorlax GX | Tag Bolt | 066/095 | Holo
